customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02971,Female,0,Yes,Yes,6,Fiber optic,No,One year,No,Electronic check,66.57,546.56,No
CUST-02972,Male,0,No,No,58,No,No internet service,Two year,No,Electronic check,28.79,1529.59,No
CUST-02973,Female,0,Yes,No,49,No,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,778.41,No
CUST-02974,Female,0,No,No,37,DSL,No,Two year,Yes,Electronic check,49.73,1789.69,No
CUST-02975,Male,0,Yes,Yes,27,No,No internet service,Two year,Yes,Mailed check,18.0,453.24,No
CUST-02976,Male,0,Yes,Yes,27,DSL,Yes,One year,Yes,Bank transfer (automatic),63.47,1852.47,No
CUST-02977,Male,0,No,No,26,DSL,No,Two year,Yes,Electronic check,52.8,1203.04,No
CUST-02978,Female,0,Yes,No,69,Fiber optic,Yes,One year,Yes,Mailed check,68.52,4724.34,No
CUST-02979,Male,0,No,No,1,No,No internet service,Month-to-month,Yes,Electronic check,26.09,0.0,Yes
CUST-02980,Male,0,No,Yes,46,No,No internet service,One year,Yes,Mailed check,29.4,1556.46,No
CUST-02981,Female,0,Yes,No,72,No,No internet service,Month-to-month,Yes,Credit card (automatic),28.66,2169.58,No
CUST-02982,Male,1,Yes,No,39,DSL,No,Month-to-month,No,Bank transfer (automatic),44.07,1747.37,No
CUST-02983,Female,0,No,No,46,DSL,No,Month-to-month,No,Electronic check,47.35,2294.36,No
CUST-02984,Female,0,No,Yes,43,DSL,No,Month-to-month,Yes,Electronic check,32.04,1219.39,No
CUST-02985,Female,1,No,No,36,Fiber optic,No,One year,No,Electronic check,67.63,2677.98,Yes
CUST-02986,Female,0,Yes,No,45,Fiber optic,Yes,Two year,Yes,Credit card (automatic),53.18,2292.08,No
CUST-02987,Female,0,No,No,65,DSL,No,Two year,Yes,Bank transfer (automatic),45.43,3103.78,No
CUST-02988,Female,0,No,No,52,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),65.02,3447.24,Yes
CUST-02989,Female,0,No,No,62,Fiber optic,No,One year,Yes,Electronic check,78.53,4900.58,No
CUST-02990,Male,0,Yes,No,40,Fiber optic,No,One year,No,Credit card (automatic),59.19,2513.43,No
CUST-02991,Male,0,Yes,No,56,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),74.29,4279.83,No
CUST-02992,Female,0,No,No,63,DSL,No,One year,Yes,Electronic check,55.92,3535.85,No
CUST-02993,Male,0,No,No,15,Fiber optic,No,Month-to-month,Yes,Mailed check,75.17,1076.96,No
CUST-02994,Female,0,Yes,Yes,62,Fiber optic,No,Two year,Yes,Mailed check,93.44,5808.04,No
CUST-02995,Female,0,No,No,50,DSL,No,Month-to-month,Yes,Bank transfer (automatic),40.32,2003.66,No
CUST-02996,Female,0,Yes,No,32,DSL,Yes,Two year,Yes,Mailed check,60.34,1973.36,No
CUST-02997,Male,0,Yes,Yes,56,No,No internet service,Two year,Yes,Electronic check,30.83,1848.95,Yes
CUST-02998,Male,0,Yes,Yes,12,Fiber optic,No,One year,Yes,Bank transfer (automatic),63.43,817.39,No
CUST-02999,Male,1,Yes,No,50,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),40.2,2032.18,No
CUST-03000,Female,0,Yes,No,42,Fiber optic,No,Month-to-month,No,Mailed check,74.46,3048.84,No
CUST-03001,Female,0,Yes,No,64,Fiber optic,No,Two year,No,Mailed check,106.43,6850.48,No
CUST-03002,Female,0,Yes,Yes,45,DSL,No,Month-to-month,No,Electronic check,48.35,1972.24,No
CUST-03003,Female,0,No,No,38,DSL,Yes,Month-to-month,No,Mailed check,46.32,1664.46,No
CUST-03004,Female,0,No,No,38,No,No internet service,Two year,Yes,Credit card (automatic),21.99,908.37,No
CUST-03005,Female,1,No,No,40,Fiber optic,Yes,One year,No,Bank transfer (automatic),66.89,2781.82,Yes
CUST-03006,Male,0,Yes,No,65,DSL,Yes,One year,No,Credit card (automatic),38.01,2468.17,No
CUST-03007,Female,0,No,No,57,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),76.82,4402.86,No
CUST-03008,Male,1,Yes,No,6,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),69.42,460.95,No
CUST-03009,Female,0,No,Yes,38,Fiber optic,Yes,Two year,No,Mailed check,57.32,2259.93,No
CUST-03010,Female,1,No,No,20,DSL,No,Month-to-month,Yes,Electronic check,49.33,962.43,No
CUST-03011,Male,0,Yes,No,12,DSL,No,Month-to-month,No,Credit card (automatic),46.04,434.52,No
CUST-03012,Female,0,Yes,No,63,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),51.68,3302.3,No
CUST-03013,Male,1,No,Yes,62,No,No internet service,One year,Yes,Credit card (automatic),21.86,1590.32,No
CUST-03014,Female,0,No,Yes,68,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),84.27,5619.67,Yes
CUST-03015,Male,0,No,No,28,No,No internet service,Two year,Yes,Mailed check,18.0,488.77,No
CUST-03016,Male,0,No,Yes,31,DSL,No,Month-to-month,Yes,Electronic check,43.36,1297.81,No
CUST-03017,Female,0,No,No,56,Fiber optic,No,Month-to-month,Yes,Mailed check,67.9,4091.98,Yes
CUST-03018,Male,0,Yes,No,14,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),67.14,824.67,No
CUST-03019,Female,0,No,Yes,3,Fiber optic,Yes,Two year,No,Credit card (automatic),79.05,217.9,Yes
CUST-03020,Female,0,Yes,Yes,30,Fiber optic,Yes,One year,Yes,Credit card (automatic),67.49,1980.94,No
CUST-03021,Male,0,No,No,45,Fiber optic,No,Two year,Yes,Mailed check,77.33,3329.33,No
CUST-03022,Male,0,Yes,No,33,DSL,Yes,Month-to-month,No,Mailed check,35.14,1002.58,No
CUST-03023,Male,0,No,No,15,DSL,No,Month-to-month,No,Electronic check,45.92,757.01,No
CUST-03024,Male,0,No,No,37,Fiber optic,Yes,Month-to-month,No,Mailed check,64.88,2485.6,No
CUST-03025,Male,0,Yes,Yes,68,DSL,Yes,Month-to-month,Yes,Credit card (automatic),44.24,2941.18,No
CUST-03026,Female,0,Yes,Yes,20,DSL,Yes,One year,No,Bank transfer (automatic),39.55,960.08,No
CUST-03027,Male,0,Yes,Yes,29,No,No internet service,Two year,No,Mailed check,30.56,616.14,No
CUST-03028,Female,0,No,No,22,DSL,No,Month-to-month,Yes,Credit card (automatic),54.09,1038.96,Yes
CUST-03029,Male,0,No,No,21,Fiber optic,No,Month-to-month,Yes,Electronic check,71.73,1407.36,Yes
CUST-03030,Female,0,Yes,No,47,No,No internet service,Two year,Yes,Credit card (automatic),18.0,844.93,No
CUST-03031,Female,0,Yes,Yes,27,Fiber optic,No,One year,No,Bank transfer (automatic),70.36,1845.61,No
CUST-03032,Male,1,No,No,45,DSL,Yes,Month-to-month,No,Electronic check,50.06,2228.57,No
CUST-03033,Female,1,Yes,No,1,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),50.34,108.55,Yes
CUST-03034,Male,0,No,No,48,Fiber optic,No,Month-to-month,No,Electronic check,65.25,3306.85,No
CUST-03035,Male,1,Yes,No,7,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),58.17,503.48,Yes
CUST-03036,Female,1,Yes,Yes,27,Fiber optic,Yes,Month-to-month,Yes,Electronic check,87.43,2367.35,Yes
CUST-03037,Female,0,Yes,No,63,No,No internet service,Month-to-month,Yes,Electronic check,25.11,1572.31,Yes
CUST-03038,Male,0,No,No,24,DSL,No,Month-to-month,Yes,Bank transfer (automatic),26.11,758.81,No
CUST-03039,Male,0,Yes,No,50,DSL,No,Month-to-month,Yes,Mailed check,30.01,1726.61,No
CUST-03040,Male,0,Yes,Yes,25,Fiber optic,Yes,Month-to-month,Yes,Electronic check,70.88,1848.6,Yes
CUST-03041,Male,0,No,No,65,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),41.19,2618.54,No
CUST-03042,Male,0,No,No,69,Fiber optic,Yes,Month-to-month,No,Electronic check,71.22,4945.29,No
CUST-03043,Male,0,Yes,No,66,DSL,No,Two year,Yes,Bank transfer (automatic),46.39,3131.38,No
CUST-03044,Female,1,Yes,Yes,28,DSL,Yes,One year,No,Bank transfer (automatic),41.93,1107.42,No
CUST-03045,Male,0,No,No,23,Fiber optic,No,Month-to-month,No,Electronic check,57.0,1414.89,Yes
CUST-03046,Female,0,Yes,No,44,No,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,823.68,No
CUST-03047,Female,0,No,No,59,DSL,No,One year,Yes,Mailed check,39.13,2448.43,Yes
CUST-03048,Female,0,Yes,No,38,No,No internet service,Month-to-month,Yes,Electronic check,29.2,992.39,Yes
CUST-03049,Male,1,Yes,Yes,53,Fiber optic,Yes,One year,No,Mailed check,66.56,3318.7,No
CUST-03050,Female,0,Yes,Yes,63,DSL,Yes,Two year,No,Bank transfer (automatic),52.18,3240.21,No
CUST-03051,Female,0,No,No,54,Fiber optic,Yes,Month-to-month,Yes,Electronic check,67.57,3651.63,No
CUST-03052,Male,0,Yes,No,26,DSL,No,Month-to-month,No,Electronic check,51.31,1117.95,Yes
CUST-03053,Female,0,Yes,No,18,Fiber optic,No,Month-to-month,No,Mailed check,67.68,1145.23,Yes
CUST-03054,Male,0,Yes,No,31,DSL,Yes,One year,Yes,Bank transfer (automatic),36.56,1287.39,Yes
CUST-03055,Female,0,No,No,41,Fiber optic,No,Month-to-month,No,Electronic check,54.84,2312.43,Yes
CUST-03056,Male,0,Yes,No,61,DSL,Yes,One year,Yes,Mailed check,56.26,3448.45,No
CUST-03057,Female,0,No,No,21,No,No internet service,Month-to-month,Yes,Electronic check,18.0,251.31,No
CUST-03058,Male,0,No,No,11,No,No internet service,One year,No,Electronic check,18.0,348.03,No
CUST-03059,Male,0,Yes,Yes,23,Fiber optic,No,One year,Yes,Bank transfer (automatic),73.14,1632.14,No
CUST-03060,Male,0,No,No,43,Fiber optic,No,Month-to-month,No,Electronic check,72.14,3113.42,Yes
CUST-03061,Male,0,No,No,16,No,No internet service,Two year,No,Electronic check,18.57,346.01,No
CUST-03062,Male,0,Yes,No,29,DSL,No,Two year,Yes,Electronic check,58.82,1726.33,No
CUST-03063,Male,0,Yes,No,18,No,No internet service,Month-to-month,No,Bank transfer (automatic),23.75,606.51,No
CUST-03064,Male,1,Yes,No,71,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),58.33,4210.44,No
CUST-03065,Female,0,Yes,No,37,No,No internet service,Two year,Yes,Mailed check,44.69,1694.13,No
CUST-03066,Female,0,No,No,52,DSL,No,Month-to-month,Yes,Bank transfer (automatic),30.38,1569.39,No
CUST-03067,Female,0,No,No,37,DSL,No,One year,No,Bank transfer (automatic),37.31,1432.3,Yes
CUST-03068,Female,0,No,Yes,0,DSL,Yes,One year,No,Electronic check,37.54,0.0,No
CUST-03069,Male,0,Yes,Yes,19,DSL,Yes,One year,Yes,Electronic check,54.58,1059.75,No
CUST-03070,Male,0,Yes,No,61,DSL,No,Two year,Yes,Electronic check,53.51,3223.1,No
CUST-03071,Male,0,Yes,No,37,No,No internet service,Month-to-month,No,Credit card (automatic),18.0,606.07,No
CUST-03072,Male,0,No,No,51,DSL,No,Month-to-month,No,Electronic check,51.67,2525.24,No
CUST-03073,Male,0,Yes,No,55,DSL,Yes,Month-to-month,Yes,Electronic check,39.44,2136.66,No
CUST-03074,Female,0,No,No,40,DSL,No,One year,Yes,Mailed check,47.78,1870.78,No
CUST-03075,Female,0,No,No,42,Fiber optic,Yes,Month-to-month,Yes,Mailed check,76.36,3426.65,Yes
CUST-03076,Female,0,Yes,Yes,17,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),73.24,1364.13,Yes
CUST-03077,Male,0,No,No,18,DSL,No,Month-to-month,Yes,Mailed check,53.32,943.68,No
CUST-03078,Female,0,No,Yes,10,Fiber optic,Yes,One year,No,Electronic check,70.26,651.8,No
CUST-03079,Male,0,No,Yes,21,No,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,451.81,No
CUST-03080,Male,1,Yes,Yes,45,DSL,No,Month-to-month,Yes,Bank transfer (automatic),43.96,2211.27,No
CUST-03081,Male,0,Yes,Yes,67,Fiber optic,No,Month-to-month,No,Credit card (automatic),79.32,5410.03,No
CUST-03082,Female,0,No,Yes,32,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),60.69,1735.67,Yes
CUST-03083,Male,0,Yes,No,43,Fiber optic,No,Month-to-month,No,Mailed check,81.22,3596.04,No
CUST-03084,Male,0,No,No,62,No,No internet service,Month-to-month,Yes,Electronic check,29.07,1927.18,No
CUST-03085,Male,0,Yes,Yes,49,No,No internet service,One year,Yes,Credit card (automatic),32.52,1857.39,No
CUST-03086,Male,0,No,No,19,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),71.71,1332.69,Yes
CUST-03087,Male,0,No,No,20,Fiber optic,Yes,Month-to-month,Yes,Electronic check,80.75,1631.63,No
CUST-03088,Male,0,Yes,No,46,DSL,No,One year,No,Mailed check,40.72,1927.15,No
CUST-03089,Male,0,Yes,No,21,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),71.18,1403.1,Yes
CUST-03090,Male,0,No,Yes,18,Fiber optic,Yes,Month-to-month,Yes,Electronic check,73.26,1216.13,Yes
CUST-03091,Male,1,Yes,No,43,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),57.65,2526.87,No
CUST-03092,Male,0,No,No,46,No,No internet service,Month-to-month,No,Bank transfer (automatic),27.06,1059.6,Yes
CUST-03093,Female,0,No,No,18,Fiber optic,No,Month-to-month,No,Electronic check,50.01,742.14,Yes
CUST-03094,Male,0,Yes,No,3,DSL,No,Two year,No,Credit card (automatic),39.11,215.21,Yes
CUST-03095,Female,0,No,No,56,No,No internet service,Month-to-month,No,Credit card (automatic),35.6,2053.34,No
CUST-03096,Female,0,No,No,28,Fiber optic,No,One year,No,Electronic check,73.21,2199.85,No
CUST-03097,Male,0,No,No,46,DSL,No,Two year,Yes,Mailed check,39.36,1866.15,Yes
CUST-03098,Male,0,Yes,No,12,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),88.02,1057.49,Yes
CUST-03099,Male,0,Yes,Yes,22,No,No internet service,One year,Yes,Mailed check,18.0,550.69,No
CUST-03100,Male,0,Yes,Yes,44,No,No internet service,Month-to-month,No,Credit card (automatic),22.7,948.06,No
CUST-03101,Male,0,No,Yes,9,DSL,Yes,One year,No,Electronic check,42.45,342.05,No
CUST-03102,Male,0,No,Yes,23,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),86.66,1985.44,No
CUST-03103,Male,0,No,No,52,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.24,1002.54,No
CUST-03104,Male,0,Yes,No,56,No,No internet service,Two year,Yes,Mailed check,19.05,1058.81,No
CUST-03105,Female,0,No,Yes,25,DSL,No,Month-to-month,No,Bank transfer (automatic),47.46,1008.29,No
CUST-03106,Male,1,No,No,8,Fiber optic,No,One year,Yes,Electronic check,66.92,503.37,Yes
CUST-03107,Female,0,No,Yes,1,No,No internet service,Month-to-month,No,Electronic check,37.56,33.77,Yes
CUST-03108,Male,0,Yes,No,40,DSL,Yes,Month-to-month,Yes,Electronic check,34.28,1384.98,No
CUST-03109,Female,0,No,No,50,Fiber optic,No,Month-to-month,Yes,Electronic check,54.34,2663.07,No
CUST-03110,Male,0,Yes,No,43,Fiber optic,Yes,Two year,Yes,Electronic check,79.76,3490.35,No
CUST-03111,Female,0,Yes,No,29,Fiber optic,Yes,One year,No,Mailed check,75.88,2007.26,No
CUST-03112,Female,1,No,No,1,Fiber optic,Yes,Two year,Yes,Electronic check,81.26,131.15,No
CUST-03113,Male,0,No,No,16,DSL,No,Month-to-month,No,Electronic check,44.54,927.78,Yes
CUST-03114,Female,0,Yes,No,2,Fiber optic,Yes,Month-to-month,No,Electronic check,78.41,84.0,Yes
CUST-03115,Male,0,No,No,33,DSL,Yes,Month-to-month,No,Credit card (automatic),51.75,1714.66,No
CUST-03116,Male,0,No,No,22,No,No internet service,Month-to-month,Yes,Electronic check,20.41,419.38,Yes
CUST-03117,Female,0,Yes,No,5,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),77.65,360.63,No
CUST-03118,Female,0,No,No,44,DSL,No,Two year,Yes,Electronic check,46.51,1923.02,No
CUST-03119,Male,0,Yes,Yes,27,No,No internet service,Two year,Yes,Electronic check,23.57,875.38,No
CUST-03120,Female,0,Yes,Yes,70,Fiber optic,No,Month-to-month,Yes,Mailed check,72.49,5120.59,No
CUST-03121,Female,0,Yes,Yes,30,DSL,Yes,Month-to-month,Yes,Mailed check,34.89,966.2,No
CUST-03122,Female,0,No,No,6,DSL,Yes,One year,No,Mailed check,42.64,161.68,No
CUST-03123,Male,0,Yes,No,51,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),65.38,3341.76,No
CUST-03124,Female,0,Yes,Yes,51,No,No internet service,One year,Yes,Electronic check,29.56,1247.44,No
CUST-03125,Male,0,No,No,67,DSL,No,Month-to-month,No,Electronic check,35.19,2484.07,No
CUST-03126,Female,0,No,No,50,No,No internet service,Month-to-month,Yes,Credit card (automatic),34.27,1651.84,No
CUST-03127,Female,0,No,No,26,DSL,Yes,Month-to-month,Yes,Electronic check,42.44,1150.1,Yes
CUST-03128,Female,0,No,Yes,48,Fiber optic,Yes,Two year,No,Credit card (automatic),67.11,3273.55,No
CUST-03129,Female,0,Yes,Yes,58,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),55.25,3320.34,No
CUST-03130,Female,0,Yes,No,37,DSL,Yes,Two year,Yes,Electronic check,40.18,1545.78,No
CUST-03131,Male,0,No,No,58,No,No internet service,Month-to-month,Yes,Electronic check,23.85,1472.48,No
CUST-03132,Male,0,No,No,70,DSL,Yes,Month-to-month,Yes,Mailed check,37.17,2724.19,No
CUST-03133,Female,0,Yes,No,55,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,950.37,No
CUST-03134,Male,0,Yes,No,36,DSL,Yes,Two year,No,Credit card (automatic),54.03,2203.25,No
CUST-03135,Female,1,Yes,No,35,DSL,No,Month-to-month,Yes,Electronic check,58.93,2104.89,Yes
CUST-03136,Male,1,Yes,No,61,No,No internet service,One year,Yes,Credit card (automatic),18.16,1104.4,No
CUST-03137,Female,0,No,No,63,Fiber optic,Yes,Month-to-month,Yes,Electronic check,58.83,3605.36,Yes
CUST-03138,Male,0,No,Yes,19,DSL,No,Month-to-month,No,Electronic check,45.16,833.19,Yes
CUST-03139,Male,0,Yes,No,0,Fiber optic,Yes,Month-to-month,Yes,Mailed check,62.04,48.22,No
CUST-03140,Male,1,No,Yes,58,DSL,No,Month-to-month,Yes,Credit card (automatic),41.16,2398.71,No
CUST-03141,Male,0,No,No,17,No,No internet service,Two year,Yes,Mailed check,21.93,592.1,No
CUST-03142,Male,0,Yes,Yes,72,DSL,No,Two year,Yes,Credit card (automatic),28.15,1980.0,No
CUST-03143,Male,0,Yes,No,2,Fiber optic,No,One year,Yes,Mailed check,67.45,216.42,Yes
CUST-03144,Female,0,No,No,66,DSL,Yes,Month-to-month,Yes,Credit card (automatic),32.33,1998.71,No
CUST-03145,Female,0,Yes,Yes,49,Fiber optic,Yes,One year,Yes,Credit card (automatic),70.07,3695.41,No
CUST-03146,Female,0,No,Yes,22,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.6,441.96,Yes
CUST-03147,Female,0,No,No,2,No,No internet service,One year,No,Bank transfer (automatic),18.0,284.91,Yes
CUST-03148,Female,0,No,Yes,61,Fiber optic,No,One year,Yes,Mailed check,70.05,4256.75,No
CUST-03149,Female,1,No,No,8,DSL,Yes,Month-to-month,Yes,Credit card (automatic),36.37,22.81,No
CUST-03150,Male,0,No,No,6,DSL,No,Month-to-month,Yes,Mailed check,37.46,387.0,No
CUST-03151,Female,0,No,Yes,57,No,No internet service,Month-to-month,Yes,Electronic check,18.0,1035.88,No
CUST-03152,Male,0,Yes,No,49,DSL,Yes,Month-to-month,Yes,Credit card (automatic),50.87,2438.22,No
CUST-03153,Male,0,No,No,9,Fiber optic,No,Two year,Yes,Bank transfer (automatic),59.13,609.17,No
CUST-03154,Female,1,No,Yes,24,Fiber optic,No,One year,Yes,Mailed check,64.96,1638.77,No
CUST-03155,Male,0,No,Yes,48,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.44,1270.87,No
CUST-03156,Female,0,No,No,48,Fiber optic,Yes,Month-to-month,Yes,Mailed check,72.97,3638.76,No
CUST-03157,Female,1,Yes,No,26,Fiber optic,No,One year,Yes,Mailed check,67.0,1772.31,No
CUST-03158,Female,0,No,No,30,No,No internet service,Month-to-month,Yes,Electronic check,18.0,617.97,No
CUST-03159,Female,0,No,No,5,No,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,27.39,Yes
CUST-03160,Female,0,No,No,0,Fiber optic,No,One year,Yes,Bank transfer (automatic),69.68,91.87,Yes
CUST-03161,Male,0,No,No,70,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),52.91,3641.61,No
CUST-03162,Female,0,No,No,16,Fiber optic,Yes,Month-to-month,Yes,Electronic check,66.2,924.26,No
CUST-03163,Male,0,No,No,67,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),88.47,5902.74,No
CUST-03164,Male,1,Yes,Yes,3,DSL,Yes,Month-to-month,Yes,Mailed check,51.23,120.6,Yes
CUST-03165,Male,0,Yes,No,72,Fiber optic,No,Two year,Yes,Mailed check,70.27,5170.77,No
CUST-03166,Male,0,No,No,31,Fiber optic,Yes,Two year,No,Credit card (automatic),64.49,1824.81,No
CUST-03167,Female,0,No,No,58,DSL,No,Two year,Yes,Bank transfer (automatic),45.39,2763.86,No
CUST-03168,Male,0,No,No,61,DSL,No,Two year,Yes,Credit card (automatic),23.85,1380.09,No
CUST-03169,Female,1,Yes,No,25,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),71.49,1491.46,Yes
CUST-03170,Female,0,Yes,No,53,DSL,No,Month-to-month,Yes,Electronic check,40.06,1978.29,No
CUST-03171,Female,0,Yes,No,24,Fiber optic,Yes,One year,No,Mailed check,49.44,1149.66,No
CUST-03172,Female,0,No,No,57,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),70.17,4053.0,No
CUST-03173,Male,0,No,No,70,Fiber optic,No,Two year,Yes,Mailed check,62.09,4330.3,No
CUST-03174,Male,1,No,No,58,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),32.0,1710.86,No
CUST-03175,Female,0,Yes,Yes,53,Fiber optic,Yes,Month-to-month,No,Electronic check,68.08,3514.82,No
CUST-03176,Female,0,No,No,27,Fiber optic,Yes,One year,Yes,Mailed check,65.06,1613.48,No
CUST-03177,Female,0,No,No,7,Fiber optic,Yes,Two year,Yes,Credit card (automatic),71.83,533.86,No
CUST-03178,Male,0,Yes,No,36,Fiber optic,No,One year,No,Credit card (automatic),68.78,2465.21,No
CUST-03179,Male,0,No,No,9,No,No internet service,One year,No,Electronic check,27.27,319.08,No
CUST-03180,Male,0,No,No,37,DSL,No,Month-to-month,Yes,Electronic check,41.22,1312.72,No
CUST-03181,Male,0,Yes,No,63,Fiber optic,No,One year,Yes,Electronic check,68.69,4263.39,No
CUST-03182,Male,0,Yes,No,8,DSL,No,One year,No,Electronic check,44.66,600.74,No
CUST-03183,Female,0,No,Yes,65,No,No internet service,Month-to-month,No,Credit card (automatic),27.7,1877.42,No
CUST-03184,Male,0,No,No,43,DSL,No,One year,No,Mailed check,33.32,1397.23,No
CUST-03185,Female,0,No,No,3,Fiber optic,Yes,Month-to-month,No,Electronic check,58.85,58.07,Yes
CUST-03186,Female,0,No,No,52,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),74.22,3992.37,No
CUST-03187,Female,0,Yes,No,0,DSL,No,Two year,Yes,Credit card (automatic),50.64,183.92,No
CUST-03188,Male,0,No,No,44,No,No internet service,Month-to-month,Yes,Mailed check,31.9,1265.76,No
CUST-03189,Male,0,No,No,37,DSL,No,One year,Yes,Credit card (automatic),38.91,1313.18,No
CUST-03190,Female,0,Yes,No,54,DSL,Yes,Month-to-month,No,Mailed check,68.16,3714.1,No
CUST-03191,Male,1,No,No,27,Fiber optic,No,Two year,Yes,Electronic check,70.2,1940.07,No
CUST-03192,Female,0,Yes,No,8,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),74.85,656.73,No
CUST-03193,Female,0,Yes,Yes,28,DSL,Yes,Month-to-month,Yes,Electronic check,39.98,1340.64,No
CUST-03194,Male,1,Yes,Yes,55,DSL,No,Two year,No,Credit card (automatic),53.55,2828.67,No
CUST-03195,Female,0,No,Yes,69,DSL,Yes,One year,Yes,Bank transfer (automatic),48.51,3351.97,No
CUST-03196,Male,0,Yes,No,15,No,No internet service,Month-to-month,No,Credit card (automatic),39.35,676.79,No
CUST-03197,Male,0,Yes,Yes,25,Fiber optic,No,Month-to-month,No,Electronic check,85.15,2214.0,No
CUST-03198,Female,0,No,No,64,DSL,No,Month-to-month,Yes,Mailed check,19.81,1190.1,No
CUST-03199,Female,0,Yes,No,22,Fiber optic,Yes,Two year,Yes,Credit card (automatic),68.08,1424.76,No
CUST-03200,Male,0,No,No,17,No,No internet service,One year,Yes,Credit card (automatic),18.0,250.89,No
CUST-03201,Female,0,No,No,60,No,No internet service,Two year,No,Credit card (automatic),18.0,1284.41,No
CUST-03202,Female,0,Yes,No,35,DSL,No,Two year,Yes,Electronic check,43.48,1404.38,No
CUST-03203,Female,0,Yes,Yes,42,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),81.95,3402.98,Yes
CUST-03204,Male,1,No,No,35,DSL,Yes,One year,No,Mailed check,38.52,1441.25,No
CUST-03205,Male,0,Yes,No,44,DSL,Yes,One year,Yes,Electronic check,44.8,1840.54,Yes
CUST-03206,Female,0,Yes,No,19,No,No internet service,Two year,Yes,Mailed check,18.0,372.96,No
CUST-03207,Female,1,No,No,53,No,No internet service,One year,Yes,Bank transfer (automatic),35.7,1664.16,No
CUST-03208,Female,0,No,Yes,26,DSL,No,Month-to-month,Yes,Mailed check,39.04,1038.15,No
CUST-03209,Male,0,No,No,38,No,No internet service,Two year,Yes,Electronic check,22.14,847.6,No
CUST-03210,Male,0,No,Yes,13,Fiber optic,Yes,One year,Yes,Credit card (automatic),94.91,1253.46,No
CUST-03211,Female,0,No,No,0,Fiber optic,No,Two year,No,Credit card (automatic),64.69,0.0,No
CUST-03212,Male,0,No,Yes,41,Fiber optic,No,Month-to-month,No,Mailed check,67.94,2812.87,No
CUST-03213,Male,0,No,No,10,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),84.65,841.81,Yes
CUST-03214,Female,0,No,Yes,66,No,No internet service,One year,Yes,Credit card (automatic),18.0,1343.89,Yes
CUST-03215,Female,0,No,Yes,70,DSL,No,One year,No,Electronic check,25.18,1839.14,No
CUST-03216,Male,0,No,Yes,23,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),71.38,1467.86,Yes
CUST-03217,Male,0,Yes,No,21,DSL,Yes,Month-to-month,Yes,Credit card (automatic),43.84,820.73,No
CUST-03218,Male,0,No,Yes,37,No,No internet service,One year,No,Bank transfer (automatic),18.0,592.04,No
CUST-03219,Female,0,No,No,14,DSL,Yes,Two year,No,Electronic check,30.55,449.35,No
CUST-03220,Male,0,Yes,No,62,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),74.9,4623.51,No
CUST-03221,Female,0,Yes,No,7,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),52.39,345.94,No
